상호명,브랜드,is_starbucks,위도,경도,시군구명,도로명주소,dist_nearest_subway,num_subway_500m,nearest_subway_ridership,num_bus_stops_300m,subway_morning_peak_500m,subway_lunch_peak_500m,subway_evening_peak_500m,num_restaurants_500m,num_retail_500m,num_convenience_500m,independent_cafe_count_500m,low_price_cafe_count_500m,other_franchise_cafe_count_500m,dist_nearest_starbucks,avg_income,num_offices,living_population,land_price
을지병원사거리,스타벅스,1,37.5191632,127.0286446,강남구,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",0.6096,0,44300.0,7,0.0,0.0,0.0,567,511,32,98,4,4,0.403679,3973993.0,57007.0,45491.0,12476930.0
신사역,스타벅스,1,37.5162021,127.0207428,강남구,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,0.0574,1,53415.0,10,332494.0,246970.0,699615.0,756,449,38,96,3,4,0.184143,3277066.0,45242.0,39520.0,13166568.0
도곡역,스타벅스,1,37.492167,127.057398,강남구,서울특별시 강남구 남부순환로 2909 (대치동),0.2201,1,27511.0,8,180032.0,105058.0,260089.0,71,93,7,12,1,0,0.308063,7421305.0,18463.0,28611.0,14330204.0
서울세관사거리,스타벅스,1,37.514887,127.035653,강남구,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,0.36,1,44300.0,7,399843.0,135440.0,467370.0,469,332,28,80,1,11,0.434996,3973993.0,57007.0,45491.0,13166568.0
청담사거리,스타벅스,1,37.52384364,127.04695,강남구,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,0.6891,0,38992.0,6,0.0,0.0,0.0,483,512,27,52,1,4,0.410623,5010204.0,58171.0,40957.0,17877524.0
한티역,스타벅스,1,37.496801,127.055055,강남구,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",0.2025,1,32094.0,8,181068.0,132919.0,314960.0,265,346,26,31,5,6,0.254253,7421305.0,18463.0,28611.0,14330204.0
역삼초교사거리,스타벅스,1,37.49416922,127.0331779,강남구,서울특별시 강남구 역삼로 123 (역삼동),0.5815,0,173599.0,3,0.0,0.0,0.0,998,639,53,126,9,11,0.280912,3607265.0,202016.0,98668.0,15728217.0
코엑스몰,스타벅스,1,37.513715,127.059245,강남구,서울특별시 강남구 영동대로 513 (삼성동) O103호,0.1045,1,47578.0,9,388275.0,270628.0,691592.0,435,280,25,79,0,10,0.093408,5098096.0,189339.0,41121.0,17309515.0
가로수길,스타벅스,1,37.5231593,127.021625,강남구,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",0.7434,0,62771.0,3,0.0,0.0,0.0,489,461,18,95,2,4,0.157599,5099915.0,27674.0,33058.0,18576443.0
역삼대로,스타벅스,1,37.501623,127.039375,강남구,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",0.2805,1,97341.0,4,818181.0,319930.0,1021117.0,909,462,65,140,8,13,0.143195,3607265.0,202016.0,98668.0,15728217.0
역삼포스코,스타벅스,1,37.499721,127.033582,강남구,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",0.2726,1,97341.0,3,818181.0,319930.0,1021117.0,1025,552,61,156,9,16,0.117012,3607265.0,202016.0,98668.0,15728217.0
강남대로,스타벅스,1,37.50314,127.025546,강남구,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",0.1677,1,63798.0,17,327844.0,237815.0,680696.0,984,531,46,135,9,11,0.124235,3607265.0,202016.0,98668.0,15728217.0
청담,스타벅스,1,37.5243631,127.0515599,강남구,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",0.5778,0,37562.0,4,0.0,0.0,0.0,317,346,20,44,1,2,0.410623,5010204.0,58171.0,40957.0,17877524.0
삼성교,스타벅스,1,37.507794,127.06517,강남구,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",0.2081,2,104363.0,7,1570589.0,904776.0,2508997.0,262,381,27,53,3,6,0.161805,6017362.0,102922.0,52052.0,12476930.0
학동역,스타벅스,1,37.51464884,127.0307302,강남구,서울특별시 강남구 논현로 704 (논현동),0.0941,1,44300.0,5,399843.0,135440.0,467370.0,349,387,24,69,2,10,0.353727,3973993.0,57007.0,45491.0,13166568.0
대치,스타벅스,1,37.49966175,127.0622171,강남구,서울특별시 강남구 도곡로 511 (대치동),0.5754,0,25331.0,7,0.0,0.0,0.0,293,242,27,42,6,9,0.195997,6017362.0,102922.0,52052.0,14330204.0
신세계푸드마켓도곡,스타벅스,1,37.49010201,127.0550702,강남구,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",0.1102,2,27511.0,10,214172.0,123951.0,306002.0,109,91,6,16,1,2,0.308063,6567504.0,84833.0,27355.0,9974082.0
삼성,스타벅스,1,37.50689646,127.0557187,강남구,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",0.6869,0,128658.0,8,0.0,0.0,0.0,915,651,46,135,5,17,0.166381,5055114.0,70662.0,38455.0,17309515.0
선릉세화빌딩,스타벅스,1,37.50377562,127.051196,강남구,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,0.2533,1,128658.0,5,979327.0,464313.0,1366106.0,895,518,56,117,7,12,0.185332,4101144.0,43704.0,40617.0,14330204.0
압구정역,스타벅스,1,37.52674095,127.0281105,강남구,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",0.0481,1,62771.0,5,421054.0,298401.0,728460.0,421,429,18,59,4,9,0.12831,5099915.0,27674.0,33058.0,18576443.0
압구정로,스타벅스,1,37.52682567,127.0347762,강남구,서울특별시 강남구 압구정로42길 32 (신사동),0.5115,0,38992.0,4,0.0,0.0,0.0,858,647,26,89,4,5,0.162788,5808537.0,50479.0,39967.0,18576443.0
구역삼사거리,스타벅스,1,37.49589065,127.0389092,강남구,서울특별시 강남구 논현로 401 (역삼동),0.5689,0,97341.0,6,0.0,0.0,0.0,533,330,37,87,3,5,0.403173,3607265.0,202016.0,98668.0,15728217.0
큰길타워,스타벅스,1,37.50236693,127.0407,강남구,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",0.4217,1,97341.0,5,818181.0,319930.0,1021117.0,835,447,63,123,9,12,0.143195,3607265.0,202016.0,98668.0,15728217.0
강남구청역,스타벅스,1,37.5165849,127.0412433,강남구,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",0.0823,1,52718.0,8,391720.0,185620.0,531066.0,431,351,28,73,3,5,0.145252,3973993.0,57007.0,45491.0,13166568.0
대치역,스타벅스,1,37.493554,127.061874,강남구,서울특별시 강남구 남부순환로 2936 (대치동) 107호,0.1954,1,25331.0,8,138064.0,99400.0,243759.0,90,107,10,11,2,1,0.138769,7421305.0,18463.0,28611.0,14330204.0
포이,스타벅스,1,37.47781106,127.0451411,강남구,서울특별시 강남구 논현로 88 (개포동),1.026,0,24580.0,9,0.0,0.0,0.0,493,400,30,80,2,3,0.521877,3550527.0,7242.0,15698.0,5662514.0
아크플레이스,스타벅스,1,37.49971982,127.0349084,강남구,서울특별시 강남구 테헤란로 142 (역삼동),0.1694,1,97341.0,5,818181.0,319930.0,1021117.0,940,469,57,152,7,13,0.117012,3607265.0,202016.0,98668.0,15728217.0
학여울역,스타벅스,1,37.49803646,127.0684943,강남구,서울특별시 강남구 영동대로 215 (대치동),0.2401,1,4980.0,8,31641.0,29010.0,54124.0,118,134,10,15,2,1,0.287013,6017362.0,102922.0,52052.0,14330204.0
선정릉역,스타벅스,1,37.5107549,127.0445597,강남구,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,0.069,1,34642.0,9,357634.0,169993.0,491175.0,253,215,23,52,1,1,0.349945,5055114.0,70662.0,38455.0,17309515.0
삼성현대힐,스타벅스,1,37.51350444,127.0527375,강남구,서울특별시 강남구 삼성로 605 (삼성동),0.0729,1,15646.0,4,173068.0,78347.0,249795.0,303,209,25,47,1,4,0.355223,5055114.0,70662.0,38455.0,17309515.0
GS타워,스타벅스,1,37.5018592,127.0372776,강남구,서울특별시 강남구 논현로 508 (역삼동),0.1555,1,97341.0,6,818181.0,319930.0,1021117.0,939,433,62,137,8,12,0.186877,3607265.0,202016.0,98668.0,15728217.0
압구정미소,스타벅스,1,37.52391271,127.0280721,강남구,서울특별시 강남구 논현로 841 (신사동),0.353,1,62771.0,5,421054.0,298401.0,728460.0,596,640,30,97,5,11,0.132912,5099915.0,27674.0,33058.0,18576443.0
선릉역,스타벅스,1,37.50393894,127.0485135,강남구,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",0.0703,1,128658.0,7,979327.0,464313.0,1366106.0,819,516,53,115,6,14,0.189901,5367397.0,55876.0,53114.0,15728217.0
코엑스사거리,스타벅스,1,37.515351,127.060109,강남구,서울특별시 강남구 영동대로 616 (삼성동),0.1264,1,47578.0,6,388275.0,270628.0,691592.0,262,225,22,53,0,8,0.197232,5098096.0,189339.0,41121.0,17309515.0
역삼럭키,스타벅스,1,37.492209,127.039389,강남구,서울특별시 강남구 도곡로 183 (역삼동),0.8754,0,24580.0,6,0.0,0.0,0.0,336,266,31,46,2,4,0.181896,3607265.0,202016.0,98668.0,15728217.0
신압구정,스타벅스,1,37.5280933,127.0365247,강남구,서울특별시 강남구 언주로174길 29 (신사동),0.3623,1,38992.0,5,203610.0,146038.0,415896.0,761,671,23,74,2,5,0.208909,5808537.0,50479.0,39967.0,18576443.0
아크로힐스논현,스타벅스,1,37.50901331,127.0403524,강남구,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",0.3499,1,34642.0,7,357634.0,169993.0,491175.0,462,298,35,68,2,3,0.360725,3607265.0,202016.0,98668.0,15728217.0
강남비젼타워,스타벅스,1,37.4964557,127.0296885,강남구,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",0.1825,1,173599.0,18,989843.0,699521.0,1941639.0,1217,781,62,171,8,20,0.14889,3607265.0,202016.0,98668.0,15728217.0
압구정로데오역,스타벅스,1,37.52656256,127.0404835,강남구,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",0.0911,1,38992.0,4,203610.0,146038.0,415896.0,882,782,31,74,2,5,0.190936,5010204.0,58171.0,40957.0,17877524.0
르네상스사거리,스타벅스,1,37.50268239,127.0441433,강남구,서울특별시 강남구 테헤란로 306 (역삼동),0.4383,1,128658.0,4,979327.0,464313.0,1366106.0,773,444,56,109,6,11,0.142805,5367397.0,55876.0,53114.0,15728217.0
포스코,스타벅스,1,37.50576458,127.0580449,강남구,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",0.5664,0,104363.0,8,0.0,0.0,0.0,845,709,47,127,7,16,0.203805,6017362.0,102922.0,52052.0,14330204.0
선릉로,스타벅스,1,37.50498119,127.0468081,강남구,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",0.1565,1,128658.0,2,979327.0,464313.0,1366106.0,670,448,46,102,5,10,0.189901,3607265.0,202016.0,98668.0,15728217.0
논현힐탑,스타벅스,1,37.511685,127.032187,강남구,서울특별시 강남구 논현로 648 (논현동),0.2867,1,44300.0,3,399843.0,135440.0,467370.0,518,396,28,90,2,13,0.353727,3973993.0,57007.0,45491.0,13166568.0
도산가로수길,스타벅스,1,37.5173623,127.0232957,강남구,"서울특별시 강남구 도산대로 134, 2층 (논현동)",0.303,1,53415.0,4,332494.0,246970.0,699615.0,758,541,38,110,3,3,0.259499,3277066.0,45242.0,39520.0,13166568.0
매봉역,스타벅스,1,37.4859095,127.0452879,강남구,서울특별시 강남구 남부순환로 2736 (도곡동),0.1743,1,24580.0,5,180654.0,80511.0,239776.0,251,151,14,38,2,5,0.492427,6567504.0,84833.0,27355.0,9974082.0
호림아트센터,스타벅스,1,37.522514,127.035977,강남구,서울특별시 강남구 도산대로 317 (신사동),0.6741,0,38992.0,6,0.0,0.0,0.0,877,590,32,76,4,6,0.173815,5808537.0,50479.0,39967.0,18576443.0
청담역6번출구,스타벅스,1,37.51660208,127.0517528,강남구,서울특별시 강남구 삼성로 634 (삼성동),0.338,2,37562.0,4,529894.0,208911.0,656577.0,189,198,20,35,3,4,0.355223,5098096.0,189339.0,41121.0,17309515.0
강남자곡,스타벅스,1,37.47306371,127.1024473,강남구,서울특별시 강남구 자곡로 172 (자곡동) 107~109호,1.5594,0,73830.0,2,0.0,0.0,0.0,73,77,10,13,1,2,0.681015,3885403.0,379.0,46381.0,2522897.0
대치한티,스타벅스,1,37.4984818,127.052066,강남구,서울특별시 강남구 선릉로 324 (대치동),0.2596,1,32094.0,10,181068.0,132919.0,314960.0,336,404,29,43,4,7,0.221479,4101144.0,43704.0,40617.0,14330204.0
개포동,스타벅스,1,37.48285514,127.0607152,강남구,서울특별시 강남구 선릉로 34 (개포동),0.4724,1,7344.0,7,34140.0,18893.0,45913.0,47,55,5,6,1,0,0.947322,5195802.0,8854.0,30703.0,5662514.0
수서역사거리,스타벅스,1,37.48740078,127.1029225,강남구,서울특별시 강남구 광평로 280 (수서동),0.1183,1,73830.0,14,403528.0,252115.0,629927.0,195,132,13,27,3,1,0.069309,3847379.0,19403.0,23671.0,3109935.0
코엑스아셈타워,스타벅스,1,37.513019,127.059838,강남구,서울특별시 강남구 영동대로 517 (삼성동),0.1382,1,47578.0,9,388275.0,270628.0,691592.0,536,521,27,89,0,10,0.093408,5098096.0,189339.0,41121.0,17309515.0
강남차여성병원,스타벅스,1,37.50640319,127.0318113,강남구,서울특별시 강남구 봉은사로 156 (역삼동),0.2063,1,22430.0,9,251913.0,133713.0,378534.0,398,370,32,92,2,7,0.44721,3607265.0,202016.0,98668.0,15728217.0
센터필드R,스타벅스,1,37.50369465,127.0417208,강남구,서울특별시 강남구 테헤란로 231 (역삼동),0.5766,0,97341.0,5,0.0,0.0,0.0,857,466,66,113,10,12,0.172931,3607265.0,202016.0,98668.0,15728217.0
도산사거리,스타벅스,1,37.51966,127.0341,강남구,서울특별시 강남구 언주로 727 (논현동),0.6412,0,44300.0,5,0.0,0.0,0.0,601,391,26,75,2,8,0.35793,3973993.0,57007.0,45491.0,13166568.0
강남세곡,스타벅스,1,37.46727432,127.0999297,강남구,서울특별시 강남구 헌릉로569길 18 (세곡동),2.2068,0,73830.0,10,0.0,0.0,0.0,59,52,5,10,1,1,0.681015,3885403.0,379.0,46381.0,1811251.0
대치삼성,스타벅스,1,37.500313,127.066961,강남구,서울특별시 강남구 영동대로 237 (대치동),0.5171,0,4980.0,6,0.0,0.0,0.0,172,169,14,27,3,4,0.287013,6017362.0,102922.0,52052.0,14330204.0
강남아이퀘스트,스타벅스,1,37.49043451,127.0336263,강남구,서울특별시 강남구 도곡로 121 (역삼동),0.7019,0,83745.0,7,0.0,0.0,0.0,635,449,42,103,5,4,0.263704,3607265.0,202016.0,98668.0,15728217.0
언주역,스타벅스,1,37.507975,127.036478,강남구,서울특별시 강남구 봉은사로 222 (역삼동),0.2426,1,22430.0,8,251913.0,133713.0,378534.0,545,340,39,92,3,7,0.360725,3607265.0,202016.0,98668.0,15728217.0
한티역8번출구,스타벅스,1,37.4964928,127.0521993,강남구,서울특별시 강남구 도곡로 331 (역삼동),0.0659,1,32094.0,8,181068.0,132919.0,314960.0,256,360,21,35,5,6,0.221479,5367397.0,55876.0,53114.0,15728217.0
신논현역3번출구,스타벅스,1,37.50587698,127.0242895,강남구,서울특별시 강남구 강남대로 488 (논현동),0.1576,1,63798.0,9,327844.0,237815.0,680696.0,1053,616,52,149,8,14,0.197072,3277066.0,45242.0,39520.0,13166568.0
강남파이낸스센터,스타벅스,1,37.49993577,127.0368478,강남구,서울특별시 강남구 테헤란로 152 (역삼동),0.0838,1,97341.0,9,818181.0,319930.0,1021117.0,1016,462,65,149,9,13,0.172765,3607265.0,202016.0,98668.0,15728217.0
강남역신분당역사,스타벅스,1,37.49705725,127.0281807,강남구,서울특별시 강남구 강남대로 396 (역삼동),0.0424,1,173599.0,20,989843.0,699521.0,1941639.0,1101,755,63,147,7,19,0.067834,3607265.0,202016.0,98668.0,15728217.0
삼성역,스타벅스,1,37.50920696,127.0656085,강남구,서울특별시 강남구 테헤란로 620 (대치동),0.2122,2,104363.0,10,1570589.0,904776.0,2508997.0,230,193,23,45,3,6,0.161805,6017362.0,102922.0,52052.0,14330204.0
테헤란로아남타워,스타벅스,1,37.50383,127.04487,강남구,서울특별시 강남구 테헤란로 311 (역삼동),0.3311,1,128658.0,4,979327.0,464313.0,1366106.0,773,509,55,109,7,10,0.142805,3607265.0,202016.0,98668.0,15728217.0
강남논현,스타벅스,1,37.50789786,127.0233386,강남구,서울특별시 강남구 강남대로 512 (논현동),0.3937,2,37489.0,7,621156.0,359530.0,1079693.0,913,630,58,135,8,12,0.239856,3277066.0,45242.0,39520.0,13166568.0
삼성동,스타벅스,1,37.51084337,127.0636334,강남구,서울특별시 강남구 영동대로96길 12 (삼성동),0.2222,3,104363.0,10,1958864.0,1175404.0,3200589.0,448,526,33,81,3,9,0.214299,5098096.0,189339.0,41121.0,17309515.0
리저브도산,스타벅스,1,37.52554758,127.0377509,강남구,서울특별시 강남구 선릉로155길 23 (신사동),0.3191,1,38992.0,4,203610.0,146038.0,415896.0,993,826,36,89,5,5,0.266097,5808537.0,50479.0,39967.0,18576443.0
압구정역사3번출구,스타벅스,1,37.52575282,127.0288619,강남구,서울특별시 강남구 논현로 854 (신사동),0.1509,1,62771.0,4,421054.0,298401.0,728460.0,514,535,24,76,5,12,0.085238,5808537.0,50479.0,39967.0,18576443.0
청담역,스타벅스,1,37.51944073,127.0495527,강남구,서울특별시 강남구 삼성로 709 (청담동),0.335,1,37562.0,7,356826.0,130564.0,406782.0,214,273,21,39,2,3,0.342541,5010204.0,58171.0,40957.0,17877524.0
압구정현대아파트,스타벅스,1,37.52521971,127.0256602,강남구,서울특별시 강남구 논현로175길 38 (신사동),0.3216,1,62771.0,5,421054.0,298401.0,728460.0,445,553,22,78,4,11,0.25761,5099915.0,27674.0,33058.0,18576443.0
강남청담빌딩,스타벅스,1,37.517887,127.041375,강남구,서울특별시 강남구 선릉로 704 (청담동),0.0644,1,52718.0,8,391720.0,185620.0,531066.0,484,356,27,80,4,5,0.145252,5010204.0,58171.0,40957.0,17877524.0
케이스퀘어강남,스타벅스,1,37.49919146,127.0282044,강남구,서울특별시 강남구 강남대로94길 10 (역삼동),0.1985,1,173599.0,18,989843.0,699521.0,1941639.0,1187,733,60,174,8,20,0.156434,3607265.0,202016.0,98668.0,15728217.0
강남세곡DT,스타벅스,1,37.46699381,127.1183308,강남구,서울특별시 강남구 헌릉로 727 (세곡동),0.868,0,18539.0,4,0.0,0.0,0.0,7,14,1,1,0,0,1.246732,3885403.0,379.0,46381.0,1811251.0
미아뉴타운,스타벅스,1,37.618319,127.021072,강북구,서울특별시 강북구 삼양로 161 (미아동),0.3397,1,5594.0,7,30821.0,24989.0,48388.0,262,200,16,19,4,5,0.996496,3734477.0,374.0,19391.0,3186678.0
강북구청사거리,스타벅스,1,37.63998786,127.0274331,강북구,서울특별시 강북구 도봉로 365 (수유동),0.2622,1,69603.0,14,484139.0,293628.0,752557.0,873,454,38,79,8,8,0.247196,2205999.0,2732.0,22407.0,2471616.0
미아사거리역,스타벅스,1,37.61183125,127.0305855,강북구,서울특별시 강북구 도봉로 32 (미아동),0.1691,1,52500.0,17,362623.0,233013.0,593416.0,544,641,21,53,5,5,0.152623,2555447.0,998.0,31265.0,3186678.0
수유역,스타벅스,1,37.6380167,127.026135,강북구,서울특별시 강북구 도봉로 342 (번동),0.0357,1,69603.0,18,484139.0,293628.0,752557.0,943,494,52,82,7,9,0.247196,2303972.0,1944.0,18506.0,2525392.0
미아역,스타벅스,1,37.626148,127.026578,강북구,서울특별시 강북구 도봉로 196 (미아동),0.0782,1,32520.0,13,500051.0,291242.0,668052.0,293,228,23,29,3,5,0.996496,2318870.0,602.0,21335.0,3186678.0
수유역5번출구,스타벅스,1,37.63672268,127.0233221,강북구,"서울특별시 강북구 도봉로 315 (수유동, 에피소드 수유 838)",0.2586,1,69603.0,16,484139.0,293628.0,752557.0,806,398,59,77,6,7,0.28645,2205999.0,2732.0,25131.0,2721324.0
서울안토,스타벅스,1,37.6641955,127.0104073,강북구,서울특별시 강북구 삼양로 689 (우이동) 지하1층,0.2478,1,6517.0,7,40291.0,35325.0,53147.0,70,29,5,9,1,1,1.499194,2457144.0,1810.0,16969.0,1588546.0
발산역사거리,스타벅스,1,37.558509,126.835096,강서구,서울특별시 강서구 공항대로 248 (마곡동),0.2269,1,48158.0,7,239098.0,144614.0,392640.0,886,365,41,113,5,23,0.248322,3192517.0,6493.0,30751.0,2673298.0
마곡역,스타벅스,1,37.559611,126.826298,강서구,서울특별시 강서구 공항대로 168 (마곡동),0.0983,1,31932.0,12,126148.0,55533.0,171469.0,557,355,28,91,9,13,0.232508,3192517.0,6493.0,30751.0,2673298.0
우장산역,스타벅스,1,37.54951004,126.8360616,강서구,서울특별시 강서구 강서로 267 (내발산동),0.0856,1,30358.0,9,206088.0,120795.0,292748.0,273,286,17,38,2,2,0.322375,3192517.0,6493.0,30751.0,3551440.0
마곡사이언스타워R,스타벅스,1,37.5605261,126.833887,강서구,서울특별시 강서구 마곡동로 62 (마곡동),0.3963,1,48158.0,7,239098.0,144614.0,392640.0,958,396,41,128,7,21,0.248322,3560388.0,5314.0,44313.0,2673298.0
방화DT,스타벅스,1,37.57445683,126.8164881,강서구,서울특별시 강서구 방화대로 375 (방화동),0.4685,1,14007.0,13,99073.0,56689.0,129818.0,185,207,13,28,2,0,0.971463,3407916.0,4242.0,34775.0,2857704.0
마곡나루역,스타벅스,1,37.56813,126.82614,강서구,서울특별시 강서구 마곡중앙로 161-17 (마곡동),0.2434,1,59144.0,8,476072.0,185671.0,692367.0,405,132,16,50,3,9,0.131652,3560388.0,5314.0,44313.0,2673298.0
마곡GMG,스타벅스,1,37.560487,126.829667,강서구,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",0.3734,1,31932.0,6,126148.0,55533.0,171469.0,821,430,29,126,8,16,0.312531,3560388.0,5314.0,44313.0,2673298.0
가양역,스타벅스,1,37.56164,126.853327,강서구,서울특별시 강서구 양천로 476 (등촌동),0.1033,1,43283.0,12,291862.0,156398.0,399339.0,215,219,19,29,3,3,0.250937,3403390.0,12234.0,35186.0,4409626.0
화곡DT,스타벅스,1,37.53501075,126.863188,강서구,서울특별시 강서구 등촌로 57 (화곡동),1.0065,0,33984.0,4,0.0,0.0,0.0,398,395,17,40,2,4,0.928564,2423768.0,2098.0,14090.0,3645948.0
화곡동,스타벅스,1,37.54061902,126.837388,강서구,서울특별시 강서구 화곡로 142(화곡동),0.2886,1,55208.0,9,408653.0,196094.0,534857.0,474,287,30,48,4,6,0.249995,2485455.0,3939.0,45352.0,3645948.0
염창역,스타벅스,1,37.547359,126.874436,강서구,서울특별시 강서구 공항대로 627 (염창동),0.0633,1,35339.0,11,237026.0,111165.0,310339.0,249,190,22,43,3,4,0.362062,4127504.0,2625.0,30094.0,3899156.0
발산역,스타벅스,1,37.56033524,126.8391391,강서구,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,0.2327,1,48158.0,13,239098.0,144614.0,392640.0,718,418,44,82,4,13,0.096702,3403390.0,12234.0,35186.0,4409626.0
까치산역,스타벅스,1,37.53232351,126.8461233,강서구,서울특별시 강서구 강서로13길 3 (화곡동),0.0791,1,54236.0,11,415171.0,200587.0,538304.0,497,333,36,40,3,9,1.201709,2485455.0,3939.0,45352.0,3645948.0
마곡코엑스,스타벅스,1,37.56530318,126.8257043,강서구,서울특별시 강서구 마곡중앙로 143 (마곡동),0.1731,1,59144.0,12,476072.0,185671.0,692367.0,459,159,21,58,4,9,0.207421,3407916.0,4242.0,34775.0,2673298.0
염창대로,스타벅스,1,37.54854791,126.8782593,강서구,"서울특별시 강서구 양천로 744 (염창동), 101호",0.345,1,35339.0,11,237026.0,111165.0,310339.0,146,101,13,24,2,2,0.362062,4127504.0,2625.0,30094.0,3899156.0
발산역5번출구,스타벅스,1,37.55792247,126.8405403,강서구,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",0.2641,1,48158.0,15,239098.0,144614.0,392640.0,584,405,38,64,3,15,0.212303,4135674.0,3048.0,35762.0,2925052.0
양천향교역,스타벅스,1,37.56785182,126.8408208,강서구,서울특별시 강서구 양천로 344 (마곡동),0.0742,1,22035.0,7,131647.0,62049.0,174023.0,255,135,20,52,3,2,0.419209,3560388.0,5314.0,44313.0,2673298.0
화곡역8번출구,스타벅스,1,37.54227921,126.8393,강서구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",0.1332,1,55208.0,10,408653.0,196094.0,534857.0,497,316,29,43,4,6,0.249995,3132782.0,2985.0,18327.0,3645948.0
강서우장산,스타벅스,1,37.54661115,126.8361133,강서구,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",0.2405,1,30358.0,10,206088.0,120795.0,292748.0,296,278,19,33,2,2,0.322375,3245018.0,3693.0,22555.0,2925052.0
등촌대로,스타벅스,1,37.55049218,126.8665096,강서구,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",0.074,1,24605.0,5,151937.0,87245.0,216708.0,395,314,28,47,4,7,0.225611,4127504.0,2625.0,30094.0,2925052.0
마곡보타닉게이트,스타벅스,1,37.56910032,126.8363328,강서구,"서울특별시 강서구 마곡동로 166 (마곡동) 106호,107호,108호",0.4479,1,22035.0,5,131647.0,62049.0,174023.0,149,60,12,34,3,0,0.419209,3560388.0,5314.0,44313.0,2673298.0
가양역사거리,스타벅스,1,37.56007,126.855372,강서구,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",0.1676,1,43283.0,10,291862.0,156398.0,399339.0,253,242,24,42,4,4,0.250937,3322838.0,6016.0,18687.0,4409626.0
원그로브,스타벅스,1,37.56124715,126.8246555,강서구,"서울특별시 강서구 공항대로 165 (마곡동)지하1층, WB115호",0.1374,1,31932.0,8,126148.0,55533.0,171469.0,438,265,28,71,9,6,0.232508,2896818.0,5425.0,36970.0,2673298.0
내발산,스타벅스,1,37.55467,126.83672,강서구,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",0.4447,1,48158.0,8,239098.0,144614.0,392640.0,258,174,21,36,2,7,0.450243,3664096.0,4770.0,33256.0,3551440.0
마곡웰튼,스타벅스,1,37.56714289,126.8253152,강서구,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",0.2095,1,59144.0,14,476072.0,185671.0,692367.0,425,142,19,56,4,9,0.131652,3560388.0,5314.0,44313.0,2673298.0
김포공항국내선,스타벅스,1,37.55912618,126.8023925,강서구,서울특별시 강서구 하늘길 112 (공항동),0.3242,1,62950.0,9,291235.0,317225.0,644525.0,17,110,5,2,0,0,0.787133,2896818.0,5425.0,36970.0,3063462.0
김포공항DT,스타벅스,1,37.56627942,126.8060664,강서구,서울특별시 강서구 개화동로 517 (방화동),0.4958,1,5814.0,3,35618.0,25159.0,60442.0,93,86,7,17,1,1,0.490974,2708397.0,1301.0,25647.0,2857704.0
강서NC,스타벅스,1,37.55978003,126.8399835,강서구,서울특별시 강서구 강서로56길 17 (등촌동),0.2428,1,48158.0,12,239098.0,144614.0,392640.0,687,414,44,73,4,14,0.096702,3403390.0,12234.0,35186.0,4409626.0
김포공항국제선,스타벅스,1,37.5660449,126.8005038,강서구,서울특별시 강서구 하늘길 38 (방화동),0.4715,1,62950.0,6,254094.0,276865.0,566918.0,16,107,5,2,0,0,0.490974,2708397.0,1301.0,25647.0,2857704.0
