상호명,브랜드,is_starbucks,위도,경도,시군구명,도로명주소,dist_nearest_subway,num_subway_500m,nearest_subway_ridership,num_bus_stops_300m,subway_morning_peak_500m,subway_lunch_peak_500m,subway_evening_peak_500m,num_restaurants_500m,num_retail_500m,num_convenience_500m,independent_cafe_count_500m,low_price_cafe_count_500m,other_franchise_cafe_count_500m,dist_nearest_starbucks,avg_income,num_offices,living_population,land_price
상암디지털큐브,스타벅스,1,37.57613522,126.8889264,마포구,서울특별시 마포구 상암산로 34,0.788,0,6252.0,11,0.0,0.0,0.0,317,119,21,57,4,8,0.248321,4158486.0,16189.0,49073.0,6399509.0
상수역,스타벅스,1,37.5474817,126.9232158,마포구,서울특별시 마포구 독막로 88 (상수동),0.0413,1,24282.0,18,93273.0,91331.0,240002.0,858,331,35,139,3,4,0.309558,4339738.0,3223.0,26808.0,7134240.0
공덕오거리,스타벅스,1,37.5424641,126.9505773,마포구,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,0.1403,1,81325.0,19,541967.0,261634.0,783222.0,772,303,31,92,4,14,0.196256,4217433.0,13155.0,16105.0,7570319.0
서강대,스타벅스,1,37.5524584,126.9378262,마포구,서울특별시 마포구 백범로 23 (신수동),0.1972,1,4907.0,10,394488.0,422279.0,974050.0,431,401,34,85,4,6,0.374753,3421062.0,3405.0,23624.0,5619671.0
상암MBC,스타벅스,1,37.58094224,126.8915854,마포구,서울특별시 마포구 성암로 267 (상암동),0.3549,1,6252.0,11,42558.0,17331.0,52996.0,573,192,31,97,5,13,0.189215,4158486.0,16189.0,49073.0,3197588.0
홍대역,스타벅스,1,37.557175,126.923654,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",0.181,1,196027.0,13,592465.0,745022.0,2005243.0,1327,830,58,259,9,5,0.065902,3212258.0,25701.0,71418.0,10384388.0
동교,스타벅스,1,37.556928,126.919819,마포구,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",0.5201,0,196027.0,16,492163.0,624519.0,1704008.0,970,680,49,184,8,4,0.259283,3212258.0,25701.0,71418.0,10384388.0
애오개역,스타벅스,1,37.55229379,126.9557935,마포구,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",0.1841,1,13414.0,5,107054.0,50566.0,133162.0,216,146,16,26,2,2,0.266325,5237419.0,5852.0,28764.0,6990874.0
상암DMC,스타벅스,1,37.57770032,126.8909364,마포구,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",0.5401,0,6252.0,15,0.0,0.0,0.0,594,163,29,98,4,12,0.211688,4158486.0,16189.0,49073.0,3197588.0
마포일진빌딩,스타벅스,1,37.54043451,126.9463168,마포구,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",0.1015,1,29055.0,19,213387.0,101904.0,296581.0,682,263,35,73,5,12,0.17652,4787212.0,15056.0,23627.0,7570319.0
마포아크로,스타벅스,1,37.54133484,126.9488666,마포구,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,0.3245,2,29055.0,14,755354.0,363538.0,1079803.0,833,320,39,97,6,18,0.196256,4217433.0,13155.0,16105.0,7570319.0
홍대삼거리,스타벅스,1,37.55026561,126.9232087,마포구,서울특별시 마포구 와우산로 64 (상수동),0.2852,1,24282.0,9,93273.0,91331.0,240002.0,1243,573,43,192,7,6,0.309558,4339738.0,3223.0,26808.0,7134240.0
망원역,스타벅스,1,37.555829,126.910637,마포구,서울특별시 마포구 월드컵로 74 (서교동),0.0594,1,35429.0,10,161664.0,135668.0,322074.0,663,421,39,126,5,2,0.567149,3212258.0,25701.0,71418.0,10123246.0
마포이마트,스타벅스,1,37.542421,126.953341,마포구,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,0.1664,1,81325.0,22,541967.0,261634.0,783222.0,572,300,31,67,3,10,0.243714,4047702.0,9286.0,33754.0,6142379.0
합정메세나몰,스타벅스,1,37.55005847,126.9135588,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",0.0807,1,94971.0,12,487721.0,365214.0,1045406.0,849,366,44,143,6,12,0.090215,3212258.0,25701.0,71418.0,6399509.0
아현역대로,스타벅스,1,37.5571701,126.9549079,마포구,서울특별시 마포구 신촌로 262 (아현동),0.1104,2,22121.0,15,242237.0,135617.0,335840.0,231,255,15,25,3,3,0.163235,5237419.0,5852.0,28764.0,6990874.0
디지털미디어시티역,스타벅스,1,37.57614873,126.8989479,마포구,서울특별시 마포구 성암로 179 (상암동),0.1314,1,61003.0,13,480653.0,168234.0,586227.0,361,94,18,55,2,4,0.438721,4158486.0,16189.0,49073.0,3197588.0
홍대역8번출구,스타벅스,1,37.5567435,126.9241665,마포구,서울특별시 마포구 양화로 166 (동교동),0.1484,1,196027.0,12,592465.0,745022.0,2005243.0,1359,883,58,260,9,7,0.065902,3212258.0,25701.0,71418.0,10384388.0
마포역뉴매드,스타벅스,1,37.53898848,126.9454907,마포구,서울특별시 마포구 마포대로 26 (마포동),0.0758,1,29055.0,15,213387.0,101904.0,296581.0,557,231,26,60,4,10,0.17652,4217433.0,13155.0,16105.0,5732197.0
합정푸르지오,스타벅스,1,37.55094291,126.9124827,마포구,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",0.2038,1,94971.0,12,487721.0,365214.0,1045406.0,771,333,48,126,6,13,0.081007,3195027.0,4480.0,18403.0,6399509.0
홍대동교,스타벅스,1,37.55832805,126.9262465,마포구,서울특별시 마포구 양화로 192 (동교동),0.125,1,196027.0,9,592465.0,745022.0,2005243.0,1383,741,51,263,8,4,0.134438,3212258.0,25701.0,71418.0,10384388.0
망원한강공원,스타벅스,1,37.55397485,126.8959278,마포구,서울특별시 마포구 마포나루길 435 (망원동),1.246,0,28041.0,2,0.0,0.0,0.0,61,46,10,11,2,0,1.312935,2802536.0,3418.0,19964.0,5778314.0
마포구청역,스타벅스,1,37.56495699,126.9025546,마포구,서울특별시 마포구 월드컵로 200 (성산동) 1층 일부,0.1748,1,28041.0,7,195818.0,104284.0,257563.0,170,179,22,30,2,2,1.240062,3521472.0,1511.0,32198.0,4468475.0
가재울뉴타운,스타벅스,1,37.57507214,126.9163599,서대문구,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이2단지별동상가1층)",0.7358,0,12042.0,12,0.0,0.0,0.0,148,92,12,21,3,3,0.469408,4622839.0,1312.0,10151.0,3864306.0
남가좌사거리,스타벅스,1,37.577386,126.920815,서대문구,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",1.0949,0,12042.0,10,0.0,0.0,0.0,325,210,27,47,3,11,0.253202,3237719.0,1052.0,22478.0,3864306.0
신촌역,스타벅스,1,37.55625738,126.934653,서대문구,서울특별시 서대문구 신촌로 73 (창천동),0.4689,2,84785.0,18,394488.0,422279.0,974050.0,1059,574,54,144,4,13,0.098986,3331768.0,1629.0,55763.0,8109676.0
아현역,스타벅스,1,37.55824501,126.9561691,서대문구,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",0.1001,1,22121.0,13,135183.0,85051.0,202678.0,241,296,12,25,3,3,0.163235,4172659.0,918.0,56989.0,3864306.0
홍제역,스타벅스,1,37.588658,126.943864,서대문구,서울특별시 서대문구 통일로 451 (홍제동),0.0467,1,36588.0,10,248368.0,155094.0,359057.0,394,355,14,37,2,1,1.795753,3459117.0,1814.0,21966.0,3107396.0
연세백양로,스타벅스,1,37.56287446,126.93744,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,0.6388,0,84785.0,0,0.0,0.0,0.0,187,49,15,27,1,0,0.26775,3331768.0,1629.0,55763.0,2446518.0
연희DT,스타벅스,1,37.5702143,126.9339777,서대문구,서울특별시 서대문구 연희로 144 (연희동),1.51,0,84785.0,8,0.0,0.0,0.0,204,158,11,47,2,1,0.65739,3383749.0,9207.0,37489.0,3062341.0
경기대,스타벅스,1,37.56367995,126.9646045,서대문구,서울특별시 서대문구 충정로 53 (충정로2가),0.2939,2,37452.0,19,844225.0,355955.0,1016074.0,542,187,37,82,4,9,0.284409,3210231.0,11142.0,35635.0,5483428.0
신촌,스타벅스,1,37.55650191,126.93697,서대문구,서울특별시 서대문구 연세로 10-1 (창천동),0.2669,1,84785.0,21,367733.0,402970.0,930855.0,960,507,55,119,4,12,0.129472,3331768.0,1629.0,55763.0,8109676.0
이대,스타벅스,1,37.55848315,126.9459643,서대문구,서울특별시 서대문구 이화여대길 34 (대현동),0.1947,1,39476.0,15,202980.0,193912.0,405292.0,452,313,38,82,5,13,0.164966,3331768.0,1629.0,55763.0,12138524.0
연세종합관,스타벅스,1,37.56146854,126.9411197,서대문구,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",0.4645,1,84785.0,6,15569.0,7346.0,19826.0,391,198,28,66,1,7,0.341833,3331768.0,1629.0,55763.0,2446518.0
이대ECC,스타벅스,1,37.561631,126.94735,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,0.5572,0,39476.0,0,15569.0,7346.0,19826.0,283,167,15,58,2,9,0.370725,3210231.0,11142.0,35635.0,12138524.0
연대,스타벅스,1,37.558706,126.936727,서대문구,서울특별시 서대문구 연세로 35 (창천동),0.3027,1,84785.0,12,367733.0,402970.0,930855.0,826,446,44,95,4,12,0.163408,3331768.0,1629.0,55763.0,8109676.0
충정로역,스타벅스,1,37.56137,126.963219,서대문구,서울특별시 서대문구 충정로 23,0.16,1,30730.0,15,527997.0,231582.0,649419.0,394,189,28,61,3,5,0.184459,3210231.0,11142.0,35635.0,3864306.0
연대동문,스타벅스,1,37.56648507,126.9463253,서대문구,서울특별시 서대문구 성산로 565 (대신동),1.0847,0,39476.0,7,0.0,0.0,0.0,106,83,19,18,2,0,0.547253,3331768.0,1629.0,55763.0,4553132.0
신촌명물거리,스타벅스,1,37.55776843,126.9381545,서대문구,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",0.1465,1,84785.0,15,383302.0,410316.0,950681.0,950,503,56,119,5,13,0.163408,3331768.0,1629.0,55763.0,8109676.0
충정타워,스타벅스,1,37.559869,126.96411,서대문구,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",0.043,1,30730.0,11,527997.0,231582.0,649419.0,376,205,27,61,3,3,0.184459,3210231.0,11142.0,35635.0,4245436.0
명지대,스타벅스,1,37.5790409,126.9227886,서대문구,서울특별시 서대문구 거북골로 34 (남가좌동),1.2769,0,18762.0,7,0.0,0.0,0.0,377,233,35,51,3,11,0.253202,3237719.0,1052.0,22478.0,3987835.0
이대역,스타벅스,1,37.5570246,126.9463066,서대문구,서울특별시 서대문구 신촌로 183 (대현동),0.0415,1,39476.0,12,202980.0,193912.0,405292.0,472,338,37,87,6,13,0.164966,3331768.0,1629.0,55763.0,12138524.0
신촌로,스타벅스,1,37.55580883,126.9382863,서대문구,서울특별시 서대문구 신촌로 109 (창천동),0.2225,2,84785.0,19,394488.0,422279.0,974050.0,968,483,53,123,5,12,0.139294,3331768.0,1629.0,55763.0,8109676.0
북가좌DT,스타벅스,1,37.580758,126.911478,서대문구,서울특별시 서대문구 응암로 85 (북가좌동),0.3825,1,18762.0,15,293459.0,152650.0,390664.0,245,177,26,21,3,2,0.764731,2590646.0,1071.0,25897.0,3472432.0
연세암병원,스타벅스,1,37.56046655,126.9374534,서대문구,서울특별시 서대문구 연세로 50-1 (신촌동),0.394,1,84785.0,10,15569.0,7346.0,19826.0,634,153,33,61,2,6,0.20597,3331768.0,1629.0,55763.0,2446518.0
연희동,스타벅스,1,37.56545506,126.9295527,서대문구,서울특별시 서대문구 연희로 79 (연희동),0.9693,0,196027.0,9,0.0,0.0,0.0,590,304,20,129,3,2,0.65739,3383749.0,9207.0,37489.0,3062341.0
현대신촌,스타벅스,1,37.55592458,126.9356945,서대문구,서울특별시 서대문구 신촌로 83 (창천동),0.3958,2,84785.0,21,394488.0,422279.0,974050.0,1011,530,55,129,4,12,0.098986,3331768.0,1629.0,55763.0,8109676.0
방배로,스타벅스,1,37.4793434,126.9994968,서초구,서울특별시 서초구 방배로 52 (방배동),0.2859,1,37022.0,12,248371.0,152256.0,380936.0,155,115,15,23,1,7,0.338369,4681587.0,13530.0,22435.0,8469330.0
강남교보타워R,스타벅스,1,37.50371078,127.0243353,서초구,서울특별시 서초구 강남대로 465 (서초동),0.1176,1,63798.0,17,327844.0,237815.0,680696.0,973,539,46,135,10,10,0.124235,6475383.0,40288.0,40542.0,13485257.0
방배다이치빌딩,스타벅스,1,37.48431,126.996075,서초구,서울특별시 서초구 방배로 114 (방배동),0.3476,2,37022.0,8,467958.0,253176.0,671106.0,304,213,20,46,2,9,0.291047,4069239.0,17162.0,19613.0,8469330.0
센트럴F1,스타벅스,1,37.505148,127.004395,서초구,서울특별시 서초구 신반포로 176 (반포동),0.057,1,169369.0,10,691086.0,921022.0,2008237.0,362,1335,24,48,5,5,0.049361,5280483.0,49942.0,44043.0,12167635.0
서초역이화빌딩,스타벅스,1,37.488356,127.009058,서초구,서울특별시 서초구 반포대로21길 3 (서초동),0.4064,1,43320.0,3,332316.0,182668.0,434935.0,525,239,39,76,2,7,0.260844,4678950.0,51852.0,64170.0,13485257.0
서초구청,스타벅스,1,37.48435384,127.0300905,서초구,서울특별시 서초구 남부순환로 2557 (서초동),0.3702,1,83745.0,7,1247835.0,590462.0,1748929.0,340,224,28,55,2,6,0.395729,5196131.0,66239.0,46678.0,13485257.0
서초우성사거리,스타벅스,1,37.493545,127.02943,서초구,서울특별시 서초구 강남대로 343 (서초동),0.4481,1,173599.0,15,0.0,0.0,0.0,934,642,55,125,7,13,0.14919,5196131.0,66239.0,46678.0,13485257.0
이수역사거리,스타벅스,1,37.48585,126.983027,서초구,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",0.1025,2,41187.0,14,733115.0,508185.0,1307519.0,652,417,29,80,4,3,0.07306,4557937.0,16097.0,28550.0,7582579.0
강남대로신사,스타벅스,1,37.51489,127.019469,서초구,서울특별시 서초구 강남대로 595 (잠원동),0.1703,2,53415.0,8,625806.0,368685.0,1098612.0,673,417,38,91,2,6,0.146373,5458458.0,14890.0,37967.0,11639441.0
서울고속터미널,스타벅스,1,37.5045697,127.0061603,서초구,서울특별시 서초구 신반포로 194 (반포동),0.122,1,169369.0,9,691086.0,921022.0,2008237.0,372,1314,24,49,5,5,0.150849,5280483.0,49942.0,44043.0,12167635.0
방배,스타벅스,1,37.491914,126.9904974,서초구,서울특별시 서초구 방배로 211,0.5468,0,29550.0,13,0.0,0.0,0.0,292,261,17,50,1,2,0.273746,4557937.0,16097.0,28550.0,7582579.0
방배카페거리,스타벅스,1,37.4934767,126.9865297,서초구,서울특별시 서초구 방배중앙로 162 (방배동),0.8799,0,4235.0,11,0.0,0.0,0.0,311,308,25,43,3,5,0.390808,4856162.0,20669.0,17640.0,8469330.0
서초법원,스타벅스,1,37.492881,127.01208,서초구,서울특별시 서초구 서초대로 274 (서초동),0.2012,2,90719.0,8,1588317.0,1031844.0,2543035.0,749,297,40,100,6,17,0.197514,4678950.0,51852.0,64170.0,13485257.0
청계산입구역,스타벅스,1,37.447323,127.05625,서초구,서울특별시 서초구 청계산로 203 (신원동),0.0532,1,6732.0,5,0.0,0.0,0.0,82,44,7,18,0,2,2.031476,4047063.0,1371.0,21697.0,1602468.0
사당로데오,스타벅스,1,37.4772752,126.9821605,서초구,서울특별시 서초구 방배천로 5-4(방배동),0.077,1,142187.0,15,760949.0,535000.0,1454909.0,810,294,44,83,4,8,0.15324,3864301.0,15603.0,17207.0,8469330.0
파미에파크R,스타벅스,1,37.5030521,127.004362,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,0.1922,1,169369.0,6,691086.0,921022.0,2008237.0,341,1267,24,47,6,6,0.184216,5280483.0,49942.0,44043.0,12167635.0
양재역,스타벅스,1,37.48237953,127.0368534,서초구,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,0.3002,1,83745.0,13,1247835.0,590462.0,1748929.0,428,263,23,50,4,4,0.267248,4173236.0,24087.0,57054.0,8130024.0
논현역,스타벅스,1,37.51143761,127.0205487,서초구,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,0.0855,1,37489.0,8,293312.0,121715.0,398997.0,648,406,37,90,5,7,0.203536,5010164.0,20322.0,37861.0,11639441.0
이수역,스타벅스,1,37.4864664,126.9827403,서초구,서울특별시 서초구 동작대로 112 (방배동),0.07,2,41187.0,12,733115.0,508185.0,1307519.0,641,420,29,79,4,3,0.07306,4557937.0,16097.0,28550.0,8469330.0
내방역,스타벅스,1,37.490004,126.992455,서초구,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,0.2813,1,29550.0,9,219587.0,100920.0,290170.0,288,254,19,54,2,3,0.273746,4557937.0,16097.0,28550.0,8469330.0
서초파라곤,스타벅스,1,37.49494259,127.0274263,서초구,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,0.2795,1,173599.0,19,989843.0,699521.0,1941639.0,857,773,53,135,7,15,0.08891,5196131.0,66239.0,46678.0,13485257.0
서울아트센터,스타벅스,1,37.480866,127.012368,서초구,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,0.5712,0,61737.0,10,0.0,0.0,0.0,185,181,18,42,3,1,0.422212,4678950.0,51852.0,64170.0,13485257.0
서초중앙로,스타벅스,1,37.501691,127.01152,서초구,서울특별시 서초구 서초중앙로 225,0.4324,1,8175.0,11,42142.0,26732.0,67963.0,121,114,14,21,1,3,0.570963,5280483.0,49942.0,44043.0,7582579.0
센트럴시티,스타벅스,1,37.504707,127.004459,서초구,서울특별시 서초구 신반포로 176 (반포동),0.03,1,169369.0,10,691086.0,921022.0,2008237.0,363,1328,26,48,5,6,0.049361,5280483.0,49942.0,44043.0,12167635.0
방배역,스타벅스,1,37.48200755,126.9976438,서초구,서울특별시 서초구 방배로 84 (방배동),0.0648,1,37022.0,17,248371.0,152256.0,380936.0,263,169,18,40,2,8,0.291047,4069239.0,17162.0,19613.0,8469330.0
반포역,스타벅스,1,37.508589,127.011959,서초구,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,0.0501,2,13645.0,2,155296.0,101093.0,234286.0,86,233,5,8,1,1,0.239296,5458458.0,14890.0,37967.0,11639441.0
남부터미널,스타벅스,1,37.48467334,127.0169464,서초구,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",0.0768,1,61737.0,11,895727.0,599220.0,1530132.0,449,530,29,71,7,6,0.243029,4769119.0,47656.0,31024.0,13485257.0
뉴코아강남,스타벅스,1,37.51031339,127.0069582,서초구,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,0.464,2,14458.0,7,155296.0,101093.0,234286.0,231,988,15,26,3,3,0.140412,6140775.0,3009.0,24728.0,11639441.0
강남서초초교,스타벅스,1,37.5000875,127.0254909,서초구,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",0.3711,1,173599.0,21,989843.0,699521.0,1941639.0,906,654,48,149,5,13,0.218303,6475383.0,40288.0,40542.0,13485257.0
교대,스타벅스,1,37.4923611,127.0142207,서초구,서울특별시 서초구 서초중앙로 118 (서초동),0.1259,1,90719.0,11,1256001.0,849176.0,2108100.0,778,314,42,100,7,19,0.197514,4769119.0,47656.0,31024.0,13485257.0
하이브랜드,스타벅스,1,37.46252023,127.036668,서초구,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",0.8485,0,17020.0,6,0.0,0.0,0.0,77,88,8,18,1,2,0.575119,3222382.0,33724.0,37833.0,8130024.0
영동2교,스타벅스,1,37.48203954,127.0425748,서초구,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",0.6593,0,24580.0,10,0.0,0.0,0.0,492,299,27,70,4,5,0.492427,4173236.0,24087.0,57054.0,8130024.0
남부터미널역5번출구,스타벅스,1,37.48436736,127.0142192,서초구,서울특별시 서초구 효령로 274 (서초동),0.188,1,61737.0,9,895727.0,599220.0,1530132.0,493,585,37,87,7,6,0.243029,4678950.0,51852.0,64170.0,13485257.0
서래마을입구,스타벅스,1,37.49925284,126.9984801,서초구,서울특별시 서초구 서래로 48 (반포동),0.5148,0,9795.0,11,0.0,0.0,0.0,201,129,10,25,1,3,0.602901,5280483.0,49942.0,44043.0,12167635.0
몬테소리,스타벅스,1,37.4982695,127.026865,서초구,서울특별시 서초구 강남대로 399 (서초동),0.1387,1,173599.0,20,989843.0,699521.0,1941639.0,1044,735,57,143,8,17,0.073867,6475383.0,40288.0,40542.0,13485257.0
서초역,스타벅스,1,37.49067495,127.0086118,서초구,서울특별시 서초구 반포대로 118 (서초동),0.1491,1,43320.0,11,332316.0,182668.0,434935.0,607,228,31,87,4,7,0.260844,4678950.0,51852.0,64170.0,13485257.0
교대법원,스타벅스,1,37.496329,127.013336,서초구,서울특별시 서초구 서초중앙로 164 (서초동),0.325,1,90719.0,9,1256001.0,849176.0,2108100.0,457,214,24,58,5,15,0.260168,6475383.0,40288.0,40542.0,13485257.0
강남GT타워,스타벅스,1,37.49790791,127.0261626,서초구,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",0.1718,1,173599.0,15,989843.0,699521.0,1941639.0,952,713,53,125,8,17,0.073867,6475383.0,40288.0,40542.0,13485257.0
서초동,스타벅스,1,37.485941,127.021525,서초구,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",0.482,1,61737.0,5,895727.0,599220.0,1530132.0,202,405,17,36,2,5,0.427875,4769119.0,47656.0,31024.0,13485257.0
서울교대,스타벅스,1,37.4874556,127.0152554,서초구,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",0.2838,1,61737.0,11,895727.0,599220.0,1530132.0,525,542,36,70,7,7,0.343473,4769119.0,47656.0,31024.0,13485257.0
강남에비뉴,스타벅스,1,37.50257781,127.0241059,서초구,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",0.2399,1,63798.0,20,327844.0,237815.0,680696.0,923,481,42,123,9,11,0.127596,6475383.0,40288.0,40542.0,13485257.0
서초우면,스타벅스,1,37.46404761,127.0250244,서초구,서울특별시 서초구 태봉로 62 (우면동),1.3562,0,17020.0,5,0.0,0.0,0.0,48,37,6,20,1,1,1.041608,4173236.0,24087.0,57054.0,2087834.0
강남역7번출구,스타벅스,1,37.49706068,127.0274118,서초구,서울특별시 서초구 강남대로 385 (서초동),0.0656,1,173599.0,22,989843.0,699521.0,1941639.0,1031,734,57,138,8,17,0.067834,5196131.0,66239.0,46678.0,13485257.0
반포자이,스타벅스,1,37.50717048,127.0099189,서초구,서울특별시 서초구 잠원로 24 (반포동),0.1949,1,13645.0,9,80918.0,53816.0,125149.0,254,996,14,32,3,4,0.239296,5338302.0,8508.0,33802.0,12167635.0
서초태우빌딩,스타벅스,1,37.48870505,127.0315812,서초구,서울특별시 서초구 강남대로 285 (서초동),0.5603,0,83745.0,12,0.0,0.0,0.0,630,465,46,110,4,5,0.263704,5196131.0,66239.0,46678.0,13485257.0
교대역3번출구,스타벅스,1,37.49434566,127.0149005,서초구,서울특별시 서초구 서초중앙로24길 10 (서초동),0.1119,1,90719.0,13,1256001.0,849176.0,2108100.0,657,274,34,71,6,19,0.228678,6475383.0,40288.0,40542.0,13485257.0
반포원베일리,스타벅스,1,37.50465708,126.999033,서초구,서울특별시 서초구 반포대로 291 (반포동),0.307,1,9795.0,5,181045.0,205171.0,473949.0,165,547,16,22,4,2,0.476128,6812331.0,4018.0,25580.0,12167635.0
양재역신분당역사,스타벅스,1,37.48393473,127.0345442,서초구,서울특별시 서초구 남부순환로 2585 신분당선 양재역 지하1층 12호(7번출구쪽),0.033,1,83745.0,13,1247835.0,590462.0,1748929.0,516,283,33,69,4,7,0.235001,4173236.0,24087.0,57054.0,7582579.0
강남역우송빌딩,스타벅스,1,37.49813146,127.0252791,서초구,서울특별시 서초구 서초대로73길 7 (서초동),0.2536,1,173599.0,15,989843.0,699521.0,1941639.0,836,678,46,119,7,13,0.08181,6475383.0,40288.0,40542.0,13485257.0
남부순환로방배DT,스타벅스,1,37.4732569,126.9960094,서초구,서울특별시 서초구 남부순환로 2230 (방배동),0.9191,0,37022.0,3,0.0,0.0,0.0,9,19,1,5,0,0,0.743472,4681587.0,13530.0,22435.0,8469330.0
양재하나로마트,스타벅스,1,37.462361,127.043181,서초구,서울특별시 서초구 청계산로 10 (양재동),0.95,0,17020.0,2,0.0,0.0,0.0,55,38,1,5,0,2,0.575119,3222382.0,33724.0,37833.0,8130024.0
신논현역,스타벅스,1,37.50437552,127.0231025,서초구,"서울특별시 서초구 사평대로 367 (반포동), 1층",0.1744,1,63798.0,14,327844.0,237815.0,680696.0,950,522,46,127,11,8,0.13149,5338302.0,8508.0,33802.0,12167635.0
강남역5번출구호정빌딩,스타벅스,1,37.49454216,127.0282986,서초구,서울특별시 서초구 서초대로78길 38 (서초동),0.3203,1,173599.0,18,989843.0,699521.0,1941639.0,899,799,52,143,8,15,0.08891,5196131.0,66239.0,46678.0,13485257.0
서이초교사거리,스타벅스,1,37.4918146,127.0252252,서초구,서울특별시 서초구 사임당로 143 (서초동),0.6692,0,173599.0,7,0.0,0.0,0.0,363,360,23,59,4,8,0.398356,5196131.0,66239.0,46678.0,13485257.0
동작대로,스타벅스,1,37.4829998,126.9823669,서초구,서울특별시 서초구 동작대로 72 (방배동),0.2533,2,34264.0,9,733115.0,508185.0,1307519.0,657,315,32,84,4,2,0.258128,3864301.0,15603.0,17207.0,8469330.0
강남르피에드,스타벅스,1,37.49567462,127.0251613,서초구,"서울특별시 서초구 서운로 136 (서초동), 1층 1호,2호,3호,4호",0.3169,1,173599.0,17,989843.0,699521.0,1941639.0,662,652,44,107,6,16,0.215767,5196131.0,66239.0,46678.0,13485257.0
대륭서초타워,스타벅스,1,37.49207973,127.0300193,서초구,서울특별시 서초구 강남대로 327 (서초동),0.6191,0,173599.0,11,0.0,0.0,0.0,824,597,48,109,6,10,0.086093,5196131.0,66239.0,46678.0,13485257.0
뉴코아강남B1,스타벅스,1,37.509145,127.007562,서초구,서울특별시 서초구 잠원로 51 (잠원동),0.3828,1,13645.0,6,216125.0,229599.0,521904.0,229,1004,15,25,4,3,0.140412,6140775.0,3009.0,24728.0,11639441.0
서울웨이브아트센터,스타벅스,1,37.518807,127.00704,서초구,서울특별시 서초구 잠원로 145-35 (잠원동),0.7669,0,14458.0,0,0.0,0.0,0.0,6,6,3,1,0,0,0.944475,5458458.0,14890.0,37967.0,11639441.0
길음역,스타벅스,1,37.602139,127.025271,성북구,서울특별시 성북구 정릉로 376 (돈암동),0.1423,1,44593.0,15,321763.0,180545.0,442074.0,173,203,10,22,4,2,0.230389,3583117.0,228.0,9956.0,2352221.0
미아이마트,스타벅스,1,37.61054299,127.0299876,성북구,서울특별시 성북구 도봉로 17 (길음동),0.3057,1,52500.0,14,362623.0,233013.0,593416.0,503,601,19,47,4,5,0.152623,3736133.0,303.0,18463.0,4645065.0
종암DT,스타벅스,1,37.5919525,127.0360401,성북구,서울특별시 성북구 종암로 17 (종암동),0.1622,1,18826.0,11,260297.0,152671.0,365726.0,169,100,17,29,0,1,0.791134,3381883.0,17974.0,38207.0,2996204.0
미아,스타벅스,1,37.607581,127.029303,성북구,서울특별시 성북구 동소문로 314 (하월곡동),0.5963,0,44593.0,12,0.0,0.0,0.0,223,380,12,30,3,1,0.104305,3736133.0,303.0,18463.0,3706662.0
성신여대정문,스타벅스,1,37.59091,127.0188,성북구,서울특별시 성북구 보문로34길 62 (동선동2가),0.2733,1,56865.0,12,578419.0,458569.0,1093463.0,838,409,38,127,4,19,0.250174,2821008.0,2040.0,23777.0,4734129.0
