district,n_cafe,n_starbucks,lat,lon,share_C0,share_C1,share_C2,share_C3,share_C4,dominant_sigungu,dominant_persona,dominant_persona_name,persona_entropy,sb_core_share,weak_access_share,score,score_pct,has_starbucks,score_decile
141,16,0,37.68798537375,127.04399211875,0.0,0.0,0.6875,0.0,0.3125,도봉구,C2,C2 주거생활,0.38590266189014977,0.0,0.3125,0.3538718253968254,23.52941176470588,0,D3
122,8,0,37.48543601875,127.143413575,0.0,0.0,0.0,0.0,1.0,송파구,C4,C4 비역세권,-0.0,0.0,1.0,0.3522526455026454,22.94117647058824,0,D3
104,6,0,37.48812548,127.111059,0.0,0.0,0.0,0.0,1.0,송파구,C4,C4 비역세권,-0.0,0.0,1.0,0.3429936507936508,22.35294117647059,0,D3
20,7,1,37.44774750142857,126.90302858571428,0.0,0.0,0.0,0.0,1.0,금천구,C4,C4 비역세권,-0.0,0.0,1.0,0.3427107142857143,21.764705882352946,1,D3
64,34,1,37.549692547058825,127.17225485882352,0.0,0.0,0.058823529411764705,0.0,0.9411764705882353,강동구,C4,C4 비역세권,0.1390038561521671,0.0,0.9411764705882353,0.3422011904761904,21.176470588235293,1,D3
156,9,0,37.56874417444445,126.89677637777777,0.0,0.0,1.0,0.0,0.0,마포구,C2,C2 주거생활,-0.0,0.0,0.0,0.3417083333333333,20.588235294117645,0,D3
91,10,0,37.625317928,127.01855513999999,0.0,0.0,1.0,0.0,0.0,강북구,C2,C2 주거생활,-0.0,0.0,0.0,0.3189984126984127,20.0,0,D2
103,8,0,37.49453382,127.1087164,0.0,0.0,0.0,0.0,1.0,송파구,C4,C4 비역세권,-0.0,0.0,1.0,0.3093411375661376,19.411764705882355,0,D2
147,14,0,37.61733964571429,127.09212340714285,0.0,0.0,0.7857142857142857,0.0,0.21428571428571427,중랑구,C2,C2 주거생활,0.3228331053446524,0.0,0.21428571428571427,0.3058318783068783,18.823529411764707,0,D2
106,18,0,37.579770975555554,126.93579917222223,0.0,0.0,0.0,0.0,1.0,서대문구,C4,C4 비역세권,-0.0,0.0,1.0,0.3053881192881192,18.235294117647054,0,D2
43,7,1,37.463000865714285,127.04467131428571,0.0,0.0,0.0,0.0,1.0,서초구,C4,C4 비역세권,-0.0,0.0,1.0,0.3011789682539681,17.647058823529413,1,D2
164,7,0,37.66662993571429,127.0576700142857,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,노원구,C2,C2 주거생활,0.2548195957855576,0.0,0.14285714285714285,0.2964813492063493,17.058823529411764,0,D2
113,12,0,37.48430467916667,127.08747625000001,0.0,0.0,0.5,0.0,0.5,강남구,C2,C2 주거생활,0.43067655807339306,0.0,0.5,0.2904170634920635,16.470588235294116,0,D2
105,28,0,37.491559945,127.08456134285714,0.0,0.0,0.5,0.0,0.5,강남구,C2,C2 주거생활,0.43067655807339306,0.0,0.5,0.2860444444444444,15.88235294117647,0,D2
114,27,0,37.62977667074074,127.04067301481481,0.0,0.0,0.0,0.0,1.0,강북구,C4,C4 비역세권,-0.0,0.0,1.0,0.2746142857142857,15.294117647058824,0,D2
157,8,0,37.61396162125,126.909345125,0.0,0.0,0.0,0.0,1.0,은평구,C4,C4 비역세권,-0.0,0.0,1.0,0.2696681929181929,14.705882352941178,0,D2
139,18,0,37.49607739333333,126.82665979444444,0.0,0.0,0.2777777777777778,0.0,0.7222222222222222,구로구,C4,C4 비역세권,0.3671109284246932,0.0,0.7222222222222222,0.2673140211640212,14.117647058823527,0,D2
101,8,0,37.449998015,126.914620525,0.0,0.0,0.0,0.0,1.0,금천구,C4,C4 비역세권,-0.0,0.0,1.0,0.2570609788359788,13.529411764705882,0,D2
86,9,0,37.54806108,127.1547392,0.0,0.0,0.0,0.0,1.0,강동구,C4,C4 비역세권,-0.0,0.0,1.0,0.2528451058201059,12.941176470588236,0,D2
149,6,0,37.45908957333334,126.90519024999999,0.0,0.0,0.0,0.0,1.0,금천구,C4,C4 비역세권,-0.0,0.0,1.0,0.2491037037037037,12.352941176470589,0,D2
151,6,0,37.50956609,126.93213568333334,0.0,0.0,0.0,0.0,1.0,동작구,C4,C4 비역세권,-0.0,0.0,1.0,0.2476502645502645,11.76470588235294,0,D2
21,25,1,37.6298347564,127.056156328,0.0,0.0,0.64,0.0,0.36,노원구,C2,C2 주거생활,0.4059915513022044,0.0,0.36,0.240184126984127,11.176470588235295,1,D2
67,24,1,37.5661528775,127.15931962500001,0.0,0.0,0.0,0.0,1.0,강동구,C4,C4 비역세권,-0.0,0.0,1.0,0.2398517195767195,10.588235294117649,1,D2
131,19,0,37.524177947894735,126.99669025263158,0.0,0.0,0.10526315789473684,0.0,0.8947368421052632,용산구,C4,C4 비역세권,0.20907656951774095,0.0,0.8947368421052632,0.2385543650793651,10.0,0,D1
118,18,0,37.676912353333336,127.04585438333334,0.0,0.0,0.7222222222222222,0.0,0.2777777777777778,도봉구,C2,C2 주거생활,0.3671109284246932,0.0,0.2777777777777778,0.2304694444444444,9.411764705882351,0,D1
135,11,1,37.571707294545455,126.80200855454545,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,강서구,C2,C2 주거생활,0.1892810496109844,0.0,0.09090909090909091,0.2273797619047619,8.823529411764707,1,D1
124,7,0,37.55735906142858,127.1636625,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,강동구,C2,C2 주거생활,0.2548195957855576,0.0,0.14285714285714285,0.225488492063492,8.235294117647058,0,D1
137,10,0,37.488540402,127.06752565,0.0,0.0,1.0,0.0,0.0,강남구,C2,C2 주거생활,-0.0,0.0,0.0,0.2248087301587301,7.647058823529412,0,D1
119,13,0,37.65851188307692,127.0266612,0.0,0.0,0.0,0.0,1.0,도봉구,C4,C4 비역세권,-0.0,0.0,1.0,0.1938719576719577,7.0588235294117645,0,D1
145,16,0,37.560220504375,127.15438890625,0.0,0.0,0.25,0.0,0.75,강동구,C4,C4 비역세권,0.3493984702822971,0.0,0.75,0.1910533068783069,6.470588235294119,0,D1
159,7,0,37.62685812714285,126.9285388,0.0,0.0,0.0,0.0,1.0,은평구,C4,C4 비역세권,-0.0,0.0,1.0,0.178821693121693,5.88235294117647,0,D1
142,11,0,37.60152199272727,126.95672052727272,0.0,0.0,0.0,0.0,1.0,종로구,C4,C4 비역세권,-0.0,0.0,1.0,0.171783201058201,5.294117647058823,0,D1
155,7,0,37.533157558571425,126.95178955714286,0.0,0.0,0.0,0.0,1.0,용산구,C4,C4 비역세권,-0.0,0.0,1.0,0.1665904761904761,4.705882352941177,0,D1
168,9,0,37.55421385777778,126.81852582222223,0.0,0.0,0.0,0.0,1.0,강서구,C4,C4 비역세권,-0.0,0.0,1.0,0.1661246031746031,4.117647058823529,0,D1
150,7,0,37.55275781857143,126.8266037,0.0,0.0,0.0,0.0,1.0,강서구,C4,C4 비역세권,-0.0,0.0,1.0,0.1550170634920634,3.5294117647058822,0,D1
25,7,1,37.66114285428572,127.05725614285714,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,노원구,C2,C2 주거생활,0.2548195957855576,0.0,0.14285714285714285,0.1436174603174603,2.941176470588235,1,D1
161,8,0,37.490425125,126.965476775,0.0,0.0,0.0,0.0,1.0,동작구,C4,C4 비역세권,-0.0,0.0,1.0,0.1346669312169312,2.3529411764705883,0,D1
4,8,1,37.48305208625,127.060995225,0.0,0.0,0.5,0.0,0.5,강남구,C2,C2 주거생활,0.43067655807339306,0.0,0.5,0.1181152116402116,1.7647058823529411,1,D1
163,8,0,37.61704397375,127.003358325,0.0,0.0,0.0,0.0,1.0,성북구,C4,C4 비역세권,-0.0,0.0,1.0,0.115931746031746,1.1764705882352942,0,D1
167,5,0,37.586316142,126.93757496,0.0,0.0,0.0,0.0,1.0,서대문구,C4,C4 비역세권,-0.0,0.0,1.0,0.0391694444444444,0.5882352941176471,0,D1
